Index,x[m],Actual,order-10,order-50
0,0.0,6.162241487537459,,
1,0.005,6.707918006579212,,
2,0.01,7.181342073056449,,
3,0.015,7.575659690297782,,
4,0.02,7.8892766077979,,
5,0.025,8.123547701753907,,
6,0.03,8.28150747806966,,
7,0.035,8.367239756267349,,
8,0.04,8.385630566657957,,
9,0.045,8.342350155217064,,
10,0.05,8.243967804494002,,
11,0.055,8.09812786100969,,
12,0.06,7.913716040115486,7.859191177735296,
13,0.065,7.700929466629674,7.737760530739735,
14,0.07,7.471142784846091,7.581547791973299,
15,0.075,7.236454999351657,7.399066156138763,
16,0.08,7.008835461289369,7.200635375547405,
17,0.085,6.798888130533412,6.9977616665926785,
18,0.09,6.61441623189702,6.802185872649791,
19,0.095,6.459131654463341,6.624525044835041,
20,0.1,6.331906015256809,6.472621466708624,
21,0.105,6.226826160725778,6.349952684370845,
22,0.11,6.134039158151285,6.25461824094648,
23,0.115,6.041106345077923,6.179345594010927,
24,0.12,5.934479918355535,6.1126088841580355,
25,0.125,5.800795738867569,6.040507274555633,
26,0.13,5.627858103489434,5.948788048092841,
27,0.135,5.405373916887281,5.824467674797237,
28,0.14,5.12562571718869,5.65680290169508,
29,0.145,4.784363024489821,5.437688344574951,
30,0.15,4.382267157569188,5.161777492499576,
31,0.155,3.92740224526017,4.826732709970575,
32,0.16,3.438988199805113,4.434057727052226,
33,0.165,2.952246286698566,3.990994230496798,
34,0.17,2.522255525155041,3.5139463611549484,
35,0.175,2.2213969407489365,3.0336218484953665,
36,0.18,2.1230763637005703,2.6009211507416214,
37,0.185,2.272273969318714,2.2894924806564982,
38,0.19,2.661621103241524,2.185925083225508,
39,0.195,3.2352525119595965,2.3584113831120854,
40,0.2,3.916486771578328,2.8132176043855064,
41,0.205,4.634924489360576,3.4775134763465863,
42,0.21,5.338709934971451,4.234678089517874,
43,0.215,5.99465713725245,4.979750589825058,
44,0.22,6.583618239001201,5.648129642313442,
45,0.225,7.095612661084404,6.213415032560069,
46,0.23,7.526186892105263,6.674727347522183,
47,0.235,7.874055747129366,7.045362088626836,
48,0.24,8.139695472534905,7.343575746232279,
49,0.245,8.324568593903898,7.5846406998457425,
50,0.25,8.430758414834651,7.776016859733208,
51,0.255,8.460881979628745,7.917561103591385,
52,0.26,8.418216450272064,8.005243781683845,8.110288294818478
53,0.265,8.30701840819584,8.034904711252647,8.008586224180135
