Index,x[m],Actual,order-10,order-50
0,0.0,9.328059297345993,,
1,0.005,9.555937878486516,,
2,0.01,9.735138206463429,,
3,0.015,9.869158717427528,,
4,0.02,9.961055147642554,,
5,0.025,10.013430575730917,,
6,0.03,10.028416302551804,,
7,0.035,10.007644266466178,,
8,0.04,9.952212959501828,,
9,0.045,9.862649360774071,,
10,0.05,9.738869346009649,,
11,0.055,9.580138417127952,,
12,0.06,9.385033495005484,9.344088639311492,
13,0.065,9.151405065623534,9.208320948353151,
14,0.07,8.876337377962196,9.037868657247515,
15,0.075,8.556102965937425,8.830806366462994,
16,0.08,8.186106950313334,8.584497800393347,
17,0.085,7.760817114235744,8.295559690668233,
18,0.09,7.2736791145669555,7.959815118440025,
19,0.095,6.717025650969408,7.572230974187083,
20,0.1,6.082011509279899,7.126836539422834,
21,0.105,5.358660927602088,6.616626853529977,
22,0.11,4.536242132602464,6.033470594636108,
23,0.115,3.6044870746161495,5.368079644509706,
24,0.12,2.556883956396885,4.610184770026879,
25,0.125,1.3988474523712189,3.7492669695091676,
26,0.13,0.166468390084444,2.7766787359931264,
27,0.135,-1.0367195329868717,1.6911210169621729,
28,0.14,-1.9949307568600765,0.5119171690048834,
29,0.145,-2.410798399426604,-0.6912363918535549,
30,0.15,-2.1191975948449038,-1.7430224427539338,
31,0.155,-1.2669132641166934,-2.310879503567005,
32,0.16,-0.1523945774376162,-2.019576676398364,
33,0.165,0.998499233174488,-0.8635009040242343,
34,0.17,2.074158747991636,0.6529937449746033,
35,0.175,3.0338154938365625,2.0451261136626138,
36,0.18,3.8694185571762,3.146498107112345,
37,0.185,4.585856629058742,3.964073346135393,
38,0.19,5.192308659832472,4.545012353328975,
39,0.195,5.698783030358623,4.946366999596859,
40,0.2,6.114878927288912,5.2395985991783665,
41,0.205,6.449465375569341,5.498224275726006,
42,0.21,6.710724947951976,5.764656137801644,
43,0.215,6.906328962568926,6.034543262131109,
44,0.22,7.043643826667117,6.2821324961624825,
45,0.225,7.129921356322308,6.488309542481494,
46,0.23,7.172444857217065,6.646138709924203,
47,0.235,7.178607345798196,6.75647715813601,
48,0.24,7.155898386185418,6.823991085453422,
49,0.245,7.111777974299722,6.8550686828609475,
50,0.25,7.0534247540447605,6.856845379070511,
51,0.255,6.987364902407105,6.836679767998454,
52,0.26,6.919016709495553,6.801742687838759,5.935375867948279
53,0.265,6.852217498384698,6.758577829329816,5.896706292897938
54,0.27,6.788821441336862,6.712603622839287,5.934159423093566
55,0.275,6.728455431570291,6.667599465013036,6.034160316842986
56,0.28,6.668489445155989,6.625267335443327,6.172505894238371
57,0.285,6.604225701393171,6.584974893518877,6.319667310949958
58,0.29,6.529257108410143,6.5437586652158615,6.442948559706656
59,0.295,6.435910728159447,6.49660083157369,6.514033499842005
60,0.3,6.315686651239597,6.436915396939923,6.519327436857751
61,0.305,6.159622970365467,6.357123277423991,6.4604110440132025
62,0.31,5.958551106242348,6.249184261738893,6.342618102097937
63,0.315,5.703240590321038,6.104986301523018,6.167764199246847
64,0.32,5.3844633822403685,5.916549260517007,5.936057224759396
65,0.325,4.993038879082921,5.676057143733239,5.648222009616438
66,0.33,4.5199661017298345,5.375775308875576,5.304609226642702
67,0.335,3.956837536395044,5.007936753226866,4.903642871866166
68,0.34,3.2969138494366867,4.5647072200664764,4.441876006950457
69,0.345,2.537618700643829,4.038389147975761,3.915000832267827
70,0.35,1.6859282915533382,3.4221461058754383,3.3180540962467293
71,0.355,0.7691601315771474,2.711806178772048,2.646941510046193
72,0.36,-0.1462886657410304,1.9098801150636198,1.9044551818357789
73,0.365,-0.932602817477014,1.0339871084896148,1.1099047295412836
74,0.37,-1.403920224866285,0.1332135384579738,0.3120738792297413
75,0.375,-1.3969797660723642,-0.6851408259925069,-0.3903008093571625
76,0.38,-0.8979998784139759,-1.2303858427824768,-0.8279305716108576
77,0.385,-0.0556911441262761,-1.2609996506410344,-0.7902806552660788
78,0.39,0.939281670394416,-0.6496793426025764,-0.1705136540573413
79,0.395,1.947997355586646,0.44057507632561954,0.8825645899590189
80,0.4,2.8952001845132376,1.6685037850124993,2.0670006044378866
81,0.405,3.748036386620482,2.782492186357638,3.1629026697263023
82,0.41,4.496099978777789,3.6910286748212418,4.091655238454153
83,0.415,5.139530499233004,4.391194834378032,4.850805139210146
84,0.42,5.682962693002337,4.913139425379814,5.460235351338435
85,0.425,6.132689660960239,5.302742480112746,5.940540195042701
86,0.43,6.495431069893253,5.613385154887688,6.307761127846254
87,0.435,6.777877450517037,5.889099127178389,6.573624848351757
88,0.44,6.986607658761819,6.147686277317451,6.74707068748457
89,0.445,7.128186933987724,6.3824490722394565,6.835798302312047
90,0.45,7.209351706546184,6.579119098401126,6.84750935387701
91,0.455,7.2372300525372335,6.728056109914259,6.790880906465764
92,0.46,7.219560248285863,6.8264181353039115,6.67636900297191
93,0.465,7.164866968233957,6.876310720520239,6.516792120965734
94,0.47,7.082542729336319,6.882925594682025,6.32761697110878
95,0.475,6.9827688536516295,6.8534608050791315,6.127148401344912
96,0.48,6.87620682163603,6.796568954379198,5.93675603100564
97,0.485,6.77341264547914,6.721994871746082,5.780044291300181
98,0.49,6.683986901335027,6.640156035647457,5.679009984021498
99,0.495,6.615568862331067,6.561509990323035,5.647686381656724
100,0.5,6.572883170430918,6.495648688160189,5.6877295457918144
101,0.505,6.557094714495837,6.4501843869725155,5.789210028387598
102,0.51,6.565673292601604,6.429636104503299,5.9341291975469606
103,0.515,6.592819676865851,6.434631498211857,6.099196890216591
104,0.52,6.630329437375241,6.461724502125422,6.259634411742489
105,0.525,6.668659624500684,6.503956800652889,6.395618459085538
106,0.53,6.697959808783582,6.552027978744281,6.496747242796991
107,0.535,6.708909588408277,6.595729744355921,6.559762727375987
108,0.54,6.69331142483646,6.6252576251562925,6.583233878644373
109,0.545,6.644472800198256,6.632136282493187,6.565804930455264
110,0.55,6.557457689444654,6.609686164142742,6.5072767263907165
111,0.555,6.4292999987305,6.553119812936948,6.4090147228653525
112,0.56,6.259264022819504,6.459440326267731,6.273252129902413
113,0.5650000000000001,6.04921756484195,6.3273268324130445,6.102590058055706
114,0.5700000000000001,5.804150426861891,6.1571571022925085,5.900300866151392
115,0.5750000000000001,5.532811152947568,5.951260156142743,5.6707473339577135
116,0.58,5.248325969585645,5.714428336027062,5.41976844169001
117,0.585,4.968489640870017,5.45465021613021,5.156060477981836
118,0.59,4.715210002517349,5.18393347832117,4.89324786039157
119,0.595,4.512494066064582,4.918935914931624,4.650496631603275
120,0.6,4.382667030043754,4.680896488835808,4.450667164113075
121,0.605,4.341421873752861,4.494134801287472,4.316941656160094
122,0.61,4.393452558094389,4.382437337277821,4.268476540992738
123,0.615,4.530775685198351,4.363398916530111,4.315593914313895
124,0.62,4.734640539963775,4.442352160225562,4.45661487750972
125,0.625,4.979950731139227,4.6089285577916295,4.677939732599855
126,0.63,5.240056304290385,4.838740628315484,4.956268208187938
127,0.635,5.490251403069331,5.099731706700183,5.2621738243429395
128,0.64,5.709481309249652,5.359866827102825,5.56532837690383
129,0.645,5.880614002947244,5.5927101475078365,5.839323140926985
130,0.65,5.9898836336507255,5.779567331622181,6.0638230459379265
131,0.655,6.025998335332541,5.9088440326684255,6.2243194499287124
132,0.66,5.979198101826802,5.973906877688819,6.310818134187421
133,0.665,5.840386023805621,5.970525586317151,6.3163768678167544
134,0.67,5.600366213148539,5.894629763453785,6.235866667207822
135,0.675,5.2491940896348925,5.740804171713281,6.065023818831258
136,0.68,4.775675568345305,5.501599541144195,5.799733556610626
137,0.685,4.167173499283854,5.167423126012107,5.435463035685375
