Index,x[m],Actual,order-10,order-50
0,0.0,7.230659929672027,,
1,0.005,7.291669842780152,,
2,0.01,7.3626474004184175,,
3,0.015,7.429157977083213,,
4,0.02,7.47549568412493,,
5,0.025,7.485880381095523,,
6,0.03,7.445125235564493,,
7,0.035,7.338809580466647,,
8,0.04,7.1530804367385645,,
9,0.045,6.874222344275208,,
10,0.05,6.488128502973419,,
11,0.055,5.979834063798233,,
12,0.06,5.333421080468742,,
13,0.065,4.533070904496214,,
14,0.07,3.5673379441592457,6.1983602871938,
15,0.075,2.442094615052866,5.743831298079829,
16,0.08,1.2148610167398464,5.176716249064222,
17,0.085,0.0679001007554297,4.481765353446804,
18,0.09,-0.6208030720912643,3.6450621086708814,
19,0.095,-0.4501875032864488,2.6622520528991056,
20,0.1,0.5527829234512759,1.5613753015447576,
21,0.105,1.969016551487688,0.4608702592278071,
22,0.11,3.43764912109749,-0.3160968544898628,
23,0.115,4.791630294157136,-0.18348882667836808,
24,0.12,5.97959021948577,1.233708436254883,
25,0.125,6.99659382606722,3.3280106160666163,
26,0.13,7.8525613027757,5.161663197425235,
27,0.135,8.560391297983402,6.419551940811962,
28,0.14,9.131936188815322,7.174977135863104,
29,0.145,9.576848133281276,7.57519408517665,
30,0.15,9.902411877482244,7.7662827929459795,
31,0.155,10.113671160056748,7.874911147665864,
32,0.16,10.21359760712075,8.00118369145396,
33,0.165,10.20321420904022,8.199316157765871,
34,0.17,10.08164560289341,8.448195815295106,
35,0.175,9.846090809224613,8.681245957633696,
36,0.18,9.49172899921649,8.846514236626334,
37,0.185,9.011594450942988,8.919525600511887,
38,0.19,8.39652201351274,8.890765490573216,
39,0.195,7.635436568467756,8.755811529547163,
40,0.2,6.716713512935248,8.51082207477074,
41,0.205,5.632521855435872,8.15072195922918,
42,0.21,4.391017811117246,7.668499755819349,
43,0.215,3.047349808827746,7.05510489671078,
44,0.22,1.7679455355733165,6.300149546196312,
45,0.225,0.8948542725159954,5.394546461731515,
46,0.23,0.8099699789274741,4.338261753495791,
47,0.235,1.534466819197786,3.161272709124007,
48,0.24,2.700887876128869,1.9752230726927107,
49,0.245,3.952880605043092,1.072854779559711,
50,0.25,5.110083800143304,0.9832407299101562,
51,0.255,6.110433508153049,2.0874811836427414,
52,0.26,6.943024115057654,3.911035887422931,
53,0.265,7.614759223055465,5.572140576095658,
54,0.27,8.137135983194327,6.703356347804876,7.409378405257661
55,0.275,8.521573481634741,7.3406928977882515,8.036467443072375
56,0.28,8.778045831117801,7.617292738046639,8.402138486595943
57,0.285,8.914975140954823,7.673017767446483,8.58586346188815
58,0.29,8.939643493410092,7.631827851945028,8.636588932072897
59,0.295,8.858903924571544,7.592857821994954,8.579948108049532
60,0.3,8.680196821612505,7.613557571429132,8.427293190728662
61,0.305,8.412995275881766,7.682855764804193,8.184900388494649
62,0.31,8.070858252935771,7.74283875939943,7.859383564114591
63,0.315,7.674212410362755,7.744979304660611,7.460469956453727
64,0.32,7.253632636771906,7.668241783480109,7.005067888490572
65,0.325,6.852440923899695,7.5103487340697175,6.518135511445993
66,0.33,6.525790595841022,7.279926277488213,6.026153604701156
67,0.335,6.332264142440045,6.994361426275664,5.556961517689204
68,0.34,6.316838907583255,6.681229517454652,5.149920383811321
69,0.345,6.492651939550271,6.380977163395977,4.858216119167924
70,0.35,6.83502760328399,6.147827046358128,4.741908993490985
71,0.355,7.292984291980381,6.043947240799836,4.8610128229080125
72,0.36,7.808522527967806,6.121814153026329,5.253585926884617
73,0.365,8.331072063211236,6.3975510116362155,5.90174981557646
74,0.37,8.822983166765535,6.833359557249713,6.721005723187775
75,0.375,9.258863659217354,7.349443132311466,7.588784999483886
76,0.38,9.622582522046091,7.859745795133684,8.388772152375273
77,0.385,9.904165419489216,8.302866820626704,9.039247080820843
78,0.39,10.09735695740748,8.651198808225557,9.502162133412236
79,0.395,10.197913971147978,8.903811864245185,9.780503947940682
80,0.4,10.202469944669934,9.074370339606602,9.899122204331595
81,0.405,10.107793699043588,9.180261271761735,9.882679785734418
82,0.41,9.910312033690836,9.234816826638674,9.751359641086516
83,0.415,9.605825464384306,9.243243484510202,9.523616819705824
84,0.42,9.189413299755014,9.202470211289409,9.21665372683799
85,0.425,8.655618789087312,9.103888118514947,8.845259551151713
86,0.43,7.999174181037723,8.93674760646886,8.419880990090704
87,0.435,7.216865078706659,8.690436278036941,7.947339177472118
88,0.44,6.311817133029423,8.355342308249508,7.434127294268707
89,0.445,5.30270694041146,7.922947900922749,6.887909363945342
90,0.45,4.24167189935226,7.385948649866057,6.317177408083131
91,0.455,3.2417333887457223,6.739168275015503,5.732444436145336
92,0.46,2.493427011166346,5.982339806134291,5.1465176210388
93,0.465,2.208140143050243,5.12676406280274,4.571005317560322
94,0.47,2.465718283684752,4.209574818817746,4.022312253017633
95,0.475,3.1372460123189456,3.3204848840228145,3.548862665055416
96,0.48,4.003408182021262,2.6376813015963,3.26692396261535
97,0.485,4.890742084419626,2.42711363368216,3.3653450850632183
98,0.49,5.702799992753279,2.894532491308648,3.995072613580879
99,0.495,6.39649888620228,3.9221251988829566,5.058754962203605
100,0.5,6.9564632910576645,5.094434301782046,6.224515188140771
101,0.505,7.379602255582824,6.0628512405782065,7.216627260663591
102,0.51,7.667390935080869,6.709809869626898,7.945052608556756
103,0.515,7.822297079674292,7.060525892806332,8.42561448820238
104,0.52,7.8462192529364145,7.1912748514963685,8.699627229408824
105,0.525,7.739897623901576,7.186779934511469,8.803314555480174
106,0.53,7.502870312007683,7.12031120750734,8.762234483460672
107,0.535,7.133910609269455,7.039627622743045,8.593049620932513
108,0.54,6.63219366191946,6.95462614372499,8.30648183694105
109,0.545,5.99987930104615,6.8407891962585445,7.910070761316041
110,0.55,5.247539512086645,6.662414394018372,7.410531204841148
111,0.555,4.404920490502898,6.391633805451973,6.815730010772776
112,0.56,3.539698724516454,6.0123193359929665,6.136447692499999
113,0.5650000000000001,2.780363219546509,5.518137267923375,5.388494941443924
114,0.5700000000000001,2.3147056700121875,4.912887063060933,4.596384055688431
115,0.5750000000000001,2.3112599139544288,4.2167188580965185,3.7997244317715686
116,0.58,2.7902631443299626,3.4813068350312886,3.063638863298688
117,0.585,3.605568523801826,2.815922134191117,2.495158738039296
118,0.59,4.565000473100472,2.411993712416766,2.2580288657057923
119,0.595,5.527226602596676,2.508412311001749,2.5409997436037974
120,0.6,6.415234769070785,3.219143256142587,3.41691995218131
121,0.605,7.195024889495308,4.349814111962163,4.696776878301444
122,0.61,7.855287088376616,5.524852818022069,6.0398585340491096
123,0.615,8.395251822168095,6.483027560266343,7.200948696938573
124,0.62,8.818527817173567,7.1523202842310605,8.09280559085818
125,0.625,9.13024242109432,7.567631922087699,8.716170392222587
126,0.63,9.335852769277285,7.802030371103282,9.10327977393949
127,0.635,9.440803300403651,7.933187054868104,9.29304308981374
128,0.64,9.450654355708409,8.025854682833065,9.31960625803879
129,0.645,9.371539093392316,8.118617783992683,9.209530642314157
130,0.65,9.210926438345858,8.215722749024579,8.984374860858338
131,0.655,8.978723680180314,8.295900965776124,8.66357409610843
132,0.66,8.688743871451907,8.333540142512001,8.265973747145505
133,0.665,8.360444098733788,8.312142032780104,7.810508130996286
134,0.67,8.020523172835784,8.225988543061794,7.317400198105361
135,0.675,7.703391251992423,8.077777800002888,6.810731505498145
136,0.68,7.448895192655791,7.87701760741418,6.321269877475121
137,0.685,7.295829399459288,7.639976240837,5.887680590076334
138,0.6900000000000001,7.271872010609343,7.390571597594432,5.555018200382879
139,0.6950000000000001,7.384266448365098,7.161018702851189,5.369720662764117
140,0.7000000000000001,7.617099807524696,6.990373611572313,5.3704182281520865
141,0.705,7.937129890706637,6.9186205450412235,5.5764877691751
142,0.71,8.304106057957089,6.975193901471686,5.9786445580778915
143,0.715,8.67975845736044,7.165363829314623,6.534824260383861
144,0.72,9.03256896820351,7.463334097776833,7.175566324672123
145,0.725,9.338774185741062,7.819496999091983,7.8209317693218745
146,0.73,9.581300944829277,8.17854122665034,8.400964330307247
147,0.735,9.748039209326643,8.49649279255848,8.868976215721203
148,0.74,9.830192325627564,8.748205953848544,9.204565036686226
149,0.745,9.820968333146697,8.925681940611446,9.407236020632617
150,0.75,9.714650522656903,9.031875298602367,9.48609848206709
151,0.755,9.506025071965723,9.073896861106082,9.45326714574307
152,0.76,9.190177365646182,9.057642695267962,9.32146704578349
153,0.765,8.762775065869533,8.984711804144013,9.102883669789438
154,0.77,8.221163583579582,8.851763501840225,8.80811166415907
155,0.775,7.566986709257845,8.65172504843773,8.445426638548804
156,0.78,6.811710462912394,8.375763878028803,8.021215783460262
157,0.785,5.987241668762967,8.015167432570733,7.541538274151479
158,0.79,5.163318365918101,7.563041592512673,7.013794739899582
159,0.795,4.465897385986237,7.01652905332577,6.448490101984366
160,0.8,4.068413747145734,6.380954548124816,5.862227791251065
161,0.805,4.11462852635077,5.678168723998375,5.282755671494023
162,0.81,4.610177465763401,4.962139252805468,4.758093017041793
163,0.8150000000000001,5.417712462364768,4.342532216957685,4.3733029382116815
164,0.8200000000000001,6.362730672290953,4.001300035089029,4.265268406940012
165,0.8250000000000001,7.315474811413676,4.148044518166389,4.589867478530671
166,0.8300000000000001,8.203086073511765,4.860234113680902,5.396224143804844
167,0.835,8.991783181204646,5.943493201515143,6.517011430677012
168,0.84,9.669025926268052,7.061957710836454,7.674762737315701
169,0.845,10.232407030584492,7.985182050009698,8.678780102127899
170,0.85,10.683766995888249,8.647118104086406,9.467748211460819
